Sentence		Source
Նունեի մտնելն անգամ չլսեց:		Նունե 1887
Հանկարծ նա շուռ եկավ, և նրա աչքերը հանդիպեցան օր.		Նունե 1887
Նունեի ամենաքաղցրիկ կերպով ժպտացող աչքերին:		Նունե 1887
- Օրիո՜րդ,- կանչեց նա զարմացած և հանկարծ կարմրեց:		Նունե 1887
- Բարի լույս ձեզ, պ.		Նունե 1887
Սեյրանյան,- ասաց օր.		Նունե 1887
Նունեն նույն ժպիտով և ձեռքը մեկնելով դեպի նա:		Նունե 1887
Սեյրանյանն ամուր սեղմեց դեպի իրեն մեկնված ձեռքը:		Նունե 1887
- Դուք գողի նման եք մտել, օրիորդ,- ասաց նա ինքն էլ ժպտալով:		Նունե 1887
- Երևի ես ձեզ խանգարեցի…		Նունե 1887
Դուք այնպես ընկղմած էիք ձեր գրության մեջ…		Նունե 1887
Բայց կարելի է տեսնել, թե ինչ էիք գրում.		Նունե 1887
- և օրիորդը ակամայից ձեռքը տետրակին մեկնեց:		Նունե 1887
-Այս ոչ ոք չպիտի տեսնե…		Նունե 1887
- Մինչև անգամ և ե՞ս…		Նունե 1887
- Մինչև անգամ և…		Նունե 1887
դուք,- շշնջաց նա:		Նունե 1887
- Իսկ ես կամենում եմ այդ տետրակը տեսնել…		Նունե 1887
Երևի մի որևիցե շարադրություն եք գրում:		Նունե 1887
բայց դուք այդ չեք տեսնիլ…		Նունե 1887
չպիտի տեսնեք այդ…		Նունե 1887
Սեյրանյան, վերջապես խնդրում եմ…		Նունե 1887
- Երևի դուք կարծում եք, որ ես ձեր շարադրությունը չեմ հավանիլ…		Նունե 1887
Դուք գիտեք, որ ես կրիտիկոս չեմ.		Նունե 1887
- այդ խոսքերը ասելով նա նստեց սեղանի մոտ և սկսեց թերթել տետրակը:		Նունե 1887
Սեյրանյանր լուռ և անշարժ կանգնած էր:		Նունե 1887
Սառը քրտինքը դուրս էր ցայտել նրա ճակատի վերա, կարծես նրա մահու դատավճիռը պիտի կարդային:		Նունե 1887
Օրիորդը լուռ կարդում էր տետրակը:		Նունե 1887
Հանկարծ տետրակի մի երեսը կիսատ թողնելով նա կարդում էր մյուս երեսը, հետո երրորդը, չորրորդը…		Նունե 1887
- Այո՛, Գրիգոր, ես քեզ սիրում եմ…		Նունե 1887
Անկասկած, ընթերցողն արդեն հասկացավ, թե ինչ էր պարունակում յուր մեջ այն տետրակը:		Նունե 1887
Նրա մեջ էր և նույնպես երեկվա խոսակցությունը բառ առ բառ, իսկ վերջում ավելացրած էր.		Նունե 1887
Մի՞թե այլևս հնար կար ծածկելու.		Նունե 1887
Անցավ մի տարի:		Նունե 1887
Սեյրանյանը տակավին բնակվում էր աղա Յագոր Բուղդանիչի տանը:		Նունե 1887
Նրա և օր.		Նունե 1887
Նունեի մեջ եղած հարաբերությունները բոլորովին սերտացել էին:		Նունե 1887
Նրանց սիրո մեջ մի մազաչափ փոփոխություն անգամ չէր պատահել.		Նունե 1887
Նրանց սիրահարական տեսակցություններն առհասարակ պատահում էին Սեյրանյանի սենյակում:		Նունե 1887
Նրանք սիրում էին միմյանց անկեղծ կամ ինչպես ասում են, սուրբ սիրով:		Նունե 1887
Եվ այդ նրանց համար երկնային երջանկություն էր, որին ուրիշ մի բանի հետ փոխել չէին կարող:		Նունե 1887
Նույն տարին Սեյրանյանը վերջնական քննություն տվավ գիմնազիոնում և ամենաառաջին ավարտողներից մեկը եղավ:		Նունե 1887
Այժմ հարկավոր էր հոգ տանել ապագայի մասին:		Նունե 1887
նա վաղուց մի որոշ նպատակ ուներ ընտրած - այն է` բժիշկ դառնալ` հայրենիքում գործելու համար:		Նունե 1887
Շատ անգամ այդ մասին նա խոսում էր Նունեի հետ, որ այդպիսի ժամանակներում ժպտալով ասում էր.		Նունե 1887
Բայց ինչի՞ դու ինձ անպատճառ կամենում ես նմանեցնել քո ասած երիտասարդներին…		Նունե 1887
իսկ եթե դու քննես, կտեսնես, որ իրավ շատ մեծ տարբերություն կա դրանց մեջ…		Նունե 1887
Այո՛, քաղցր է դա, Գրիգոր…		Նունե 1887
Ինչի՞ ես էլ գեղջկուհի չեմ ծնված…		Նունե 1887
ես էլ կգործեի…		Նունե 1887
Հուլիս ամիսն էր:		Նունե 1887
Հանկարծ նա օձից խայթվածի նման վեր ցատկեց տեղից և, ամբողջ մարմնով դողալով, վայր ընկավ գետին:		Նունե 1887
Հեռագիրը ընկել էր նրա կողքին:		Նունե 1887
Նունեն յուր սովորության համեմատ այդ միջոցին ներս մտավ սենյակը՝ նրա հետ մի փոքր խոսակցելու.		Նունե 1887
բայց ո՜րքան զարմացավ և միևնույն ժամանակ վախեցավ նա, երբ նրան գետնի վերա անշունչ տարածված տեսավ:		Նունե 1887
Նա իսկույն, խելագարի նման, բռնեց նրան և սկսեց շարժել:		Նունե 1887
- Գրիգո՜ր, Գրիգո՜ր,- կրկնում էր նա անդադար հուսահատությամբ:		Նունե 1887
Սեյրանյանը կենդանության մի նշույլ անգամ չէր ցույց տալիս:		Նունե 1887
Օրիորդը կարծեց թե նա արդեն մեռած է, բայց ինչի՞ց…		Նունե 1887
սարսափից անպատմելի կերպով ցավում, ճմլվում էր նրա սիրտը:		Նունե 1887
Նա դրեց յուր ձեռքը նրա կրծքին,- նա բաբախում էր,- յուր սիրելին տակավի՜ն կենդանի էր…		Նունե 1887
Ուրեմն հույս կար…		Նունե 1887
և նա իսկույն դուրս վազեց սենյակից:		Նունե 1887
Մի րոպեից հետո նա դարձյալ ներս ընկավ՝ մի ինչ֊որ սրվակ ձեռքին բռնած:		Նունե 1887
Նա մոտեցրեց սրվակը Սեյրանյանի քթին, և մի րոպեից հետո Գրիգորը բացեց աչքերը…		Նունե 1887
- Գրիգո՜ր,- բացականչեց նա և իսկույն գրկելով նրան՝ օգնեց ոտի կանգնելու:		Նունե 1887
Սեյրանյանն ապուշի նման նայում էր նրա երեսին:		Նունե 1887
- Դու ինձ չե՞ս լսում, Գրիգո՜ր, ի՞նչ է պատահել քեզ,- կրկնում էր օրիորդը անհանգստությամբ:		Նունե 1887
- Ի՞նչ,- վերջապես հարցրեց Սեյրանյանը մի տեսակ մեռած ձայնով:		Նունե 1887
- Ինչո՞ւ դու ուշաթափվել էիր…		Նունե 1887
Դու հիվա՞նդ ես…		Նունե 1887
Ի՞նչդ է ցավում:		Նունե 1887
Սեյրանյանը մի փոքր ուշքի եկավ, ըստ երևույթին, նա ոչինչ հիշում:		Նունե 1887
Նա պինդ սեղմեց յուր գլուխը ձեռքերի մեջ:		Նունե 1887
Հանկարծ նրա հայացքն ընկավ հատակի վերա ընկած հեռագրին.		Նունե 1887
նա ուզեց վեր կենալ և վերցնել հեռագիրը, բայց այնքան ույժ չուներ:		Նունե 1887
Նա անխոս, ձեռքով ցույց տվեց հատակի վերա ընկած հեռագիրը:		Նունե 1887
Նունեն բոլորովին զարմացած՝ վերցրեց այն և կարդաց:		Նունե 1887
Նունեի համար ամեն բան պարզվեց այժմ:		Նունե 1887
Բայց նա զարմացավ, թե ո՞ր անմիտը կամ անգութն էր մի այդպիսի հեռագիր ուղարկել…		Նունե 1887
Մի՞թե կարելի էր մի այդպիսի սոսկալի հեռագիր ուղարկել որդուն…		Նունե 1887
Եվ նա հասկացավ, թե մինչև ո՞ր աստիճան տանջվելիս պիտի լինի յուր սիրելին.		Նունե 1887
Եվ նա սկսեց մխիթարել նրան զանազան քաղցր ու սիրալիր խոսքերով:		Նունե 1887
- Ես չեմ կարող ապրել…		Նունե 1887
Ես ո՜րբ եմ,- կրկնում էր նա.		Նունե 1887
անդադար դառն արտասուք թափելով:		Նունե 1887
- Հանգստացի՛ր, Գրիգոր, հանգստացի՛ր,- սիրտ էր տալիս նրան Նունեն,- դու տակավին որբ չես.		Նունե 1887
ես այստեղ եմ…		Նունե 1887
Եվ ի՞նչ կարող ես անել ճակատագրիդ դեմ…		Նունե 1887
Դու տղամարդ ես, այդպես թուլասիրտ մի լինիլ…		Նունե 1887
արտասուքը միայն կանայք են թափում:		Նունե 1887
Սեյրանյանն ամաչեց այդ խոսքերից և սրբեց արտասուքը:		Նունե 1887
- Ահա այդպե՛ս, Գրիգորս…		Նունե 1887
Եվ ինչի՞ դու չես կամենում ճանաչել կյանքը, հաշտվել նրա ձախորդությունների հետ…		Նունե 1887
և ո՞ր մի մահկանացուն ազատ է դրանից:		Նունե 1887
Կռվի՛ր, Գրիգոր, կյանքի ձախորդությունների դեմ, կռվիր անվեհեր, հաստատակամությամբ և հավատացիր, որ հաղթանակը քոնը կլինի…		Նունե 1887
Եվ օրիորդը նրան ավելի ևս խրախուսելու համար գրկեց նրան ջերմագին:		Նունե 1887
Նունեն հորը տեսնելուն պես՝ մի ճիչ արձակեց, և բաց թողնելով Սեյրանյանին, իսկույն վեր թռավ տեղից:		Նունե 1887
Սեյրանյանը մնաց ապշած:		Նունե 1887
Այդ օրից անցել էր մի տարի:		Նունե 1887
Սակայն ի՞նչ զորություն կարող է բոլորովին ազատել երկու ամենաջերմ կերպով սիրող սրտեր.		Նունե 1887
- այժմ Սեյրանյանը դարձյալ նունեի գրկումն էր:		Նունե 1887
Օրիորդը խոսել չէր կարողանում.		Նունե 1887
նրա հորդառատ արտասուքը արգելում էր նրան մի բառ անգամ արտասանելու.		Նունե 1887
Նա կարծես վախենում էր, որ նրան դարձյալ կխլեն յուր գրկից, նրան այլևս երբեք չէր տեսնիլ:		Նունե 1887
- Ե՜կ, իմ կյանքս, իմ հոգիս, իմ հրեշտակս…		Նունե 1887
- Բայց դու կմրսես, հրեշտակս.		Նունե 1887
դու բոյորովին թրջվել ես…		Նունե 1887
Սպասիր, իսկույն վերարկուս ծածկեմ.		Նունե 1887
- Այսպես այժմ դու կտաքանաս,- սկսեց նա դարձյալ նստելով նրա կողքին:		Նունե 1887
- Այժմ ասա՜, հրեշտակս, դու ի՞նչ գիտեիր, թե ես այստեղ եմ…		Նունե 1887
- Գրիգո՛ր, մի՞թե ես եկել եմ քո այդպիսի չնչին հարցերին պատասխանելու…		Նունե 1887
բավական է, որ ես դարձյալ քեզ հետ խոսում եմ…		Նունե 1887
Մռայլ երիտասարդի աչքերը փայլեցին ուրախությամբ, և նա համբույրներով ծածկեց օրիորդի նիհար, քնքուշ, սպիտակ ձեռքերը:		Նունե 1887
