Sentence	Source
ఎంతో ఆప్తురాలని చెప్పిన ఆ యింటి గృహిణి ఆమెను గుర్తుపట్టలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తల్లి అంత మారిపోయిందా? చిన్నప్పుడు యెల్లా వుండేదో.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కనక, ఈ పరిస్థితి కష్టం అనిపించలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పైగా కొంత వినోదంగానే వుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని జానకి అనూరాధను దగ్గరకు తీసుకొంటూ అడిగింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ ప్రశ్న తనను అడక్కపోవడం సహించరానిదిగా మీనాకు తోచింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అక్కగారు సమాధానం యివ్వడానికి వ్యవధి ఇవ్వకుండా ఏమన్నా చెప్పినా వినబడకుండా పెద్దగా	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తనను చెప్పనీయకుండా అడ్డం వచ్చినందుకు అనూరాధ నిరసనగా చూసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అన్నా వినిపించుకోకుండా, గంతులేసి చెయ్యి విడిపించుకొని పరుగెత్తింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
పెద్ద ఆరిందాలాగ అనూరాధ	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎవ్వరిమాటా వినబడకుండా అరిచి చెప్తుంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నువ్వు? ఏమీ మాటే ఆడవు	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మరి మీ అక్క సాధన ఏదీ?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంతలో మళ్ళీ నాలిక కరచుకొంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ యింటిలో ఎవ్వరినీ యెరగనట్లు నటిస్తున్నదాయె.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
యథాలాపంగా సాధన మేడమీద చదువుకొంటుందనేసినా, అనూరాధకు ఆ ప్రశ్న తోచకపోలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీకు మా అక్కయ్య తెలుసునా?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకి యేంచెప్పాలా అని ఆలోచిస్తూంటే రవీంద్ర గంభీరంగా తల వూపేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అనూరాధ తన వూహ పొడిగించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రవీంద్ర వాళ్ళ అక్క క్లాస్‌మేట్ అయి వుంటాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మీరు మా అక్క కాలేజీలో లెక్చరరా?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
వయస్సును పట్టి రవీంద్రకూ, వేషధారణనుబట్టి జానకికీ పాత్రలను అనూరాధ నిర్ణయం చేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఔను, కాదు అననక్కర్లేకుండా మీనా పుస్తకం తీసుకొని తుఫానులా వచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకి అనూరాధని స్కూలు కబుర్లు అడుగుతూంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ చెప్పెయ్యనా అన్నట్టు అక్కవంక చూసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ తాను చెప్పబోయే వార్తను గురించి వూరించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రవీంద్ర చిరునవ్వుతో భుజం తట్టేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రంగమ్మగారు సైన్సు మేస్టారిని చీపురుకట్ట తీసుకొని వీధిలోకి తరుముకొచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ ఘటనలో పదేళ్ళ అనూరాధకి వినోద భాగంకన్న విచారించవలసిన అంశం బలంగా కనబడింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎందుకా నవ్వు? పాపం రంగమ్మగారికి పిచ్చి ఎత్తింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని జానకి సానుభూతి చూపించింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సంభాషణ తన తలకు మించి సాగిపోతూంటే మీనాకు దాని మీద అభిరుచి పోయింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
మార్గాంతరం కోసం వెతుకుతుంటే వీధిగేటు చప్పుడయింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
నాకోసం ఎవరన్నా వచ్చేరా, తల్లీ	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అంటూ బల్ల వేపు తిరిగేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అని ఆమెను వారిస్తూంటే రవీంద్ర ముందుకు వచ్చేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సత్యానందం ప్రతి నమస్కారం చేసేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అనూరాధ ఆమెను పరిచయం చేసింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సత్యానందం మాట మధ్యలోనే సంతోషం తెలిపేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
తమ దర్శనం ఎన్నడూ చెయ్యలేదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
కూర్చో నాయనా! ఏదీ సాధన కనబడదు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎంత సేపయింది తమరు దయచేసి? రోడ్డుమీద ఎవరో చెప్పేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఎవరో ఆడవాళ్ళు బస్సు దిగి మా యిల్లు అడిగేరని.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అక్కతో చెప్పేవా, మేడం వచ్చేరని?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అనూరాధ చిన్నబోయింది, తన పొరపాటుకి.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
జానకి వస్స్తున్న నవ్వు ఆపుకొంటూ—‘అమ్మగారు కనిపించేరండి, కాఫీ అవీ యిచ్చేరు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఇప్పుడే లోపలికి వెళ్ళేరు,’ అంది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అతిధుల విషయంలో తన బాధ్యత తీరిందన్నట్లు సంతృప్తితో లోగుమ్మంవేపు కదిలేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఏం బావా? మీ యింట్లో వాళ్ళందరికీ అంత మరుపు వొచ్చేసిందా?	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ నవ్వుకి నిలబడిపోయిన సత్యానందం ఆ ఆరోపణకి తెల్లబోయేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
గుర్తు రాలేదూ? నేను జానకిని.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆ పేర్లు ఎక్కడ విన్నానా యన్నట్లు సత్యానందం నోట్లోనే వల్లించుకొన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
బొంబాయినుంచి అనడంతోనే సత్యానందానికి ఆమె గుర్తువచ్చింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
ఆశ్చర్యం, సంతోషంతో ముఖం వెలిగింది.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
చటుక్కున ముందుకు వచ్చి రవీంద్ర భుజం మీద చెయ్యివేసి, కౌగలించుకొన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
అతని కళ్ళలో నీళ్ళు చూసి రవీంద్ర కదిలిపోయేడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
సత్యానందం కళ్ళు తుడుచుకుని సోఫాలో కూర్చున్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
రవీంద్రను కూర్చోబెట్టుకొని-- 'రా, జానకీ', అన్నాడు.	Ee Daari Ekkadiki, Mahidhara Ramamohan Rao, https://www.gutenberg.org/cache/epub/50178/pg50178-images.html
